Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales,Critic_Score,User_Score,Rating
Metal Gear Rising: Revengeance,PS3,2013.0,Action,0.45,1.42,80.0,7.9,M
Mayhem 3D,X360,2011.0,Racing,0.06,0.07,47.0,8.6,E10+
Chaos Legion,PS2,2003.0,Action,0.15,0.3,65.0,8.2,T
Enter the Matrix,XB,2003.0,Action,0.72,1.2,65.0,7.1,T
The Thing,XB,2002.0,Adventure,0.15,0.2,78.0,6.6,M
Glory of Heracles,DS,2008.0,Role-Playing,0.19,0.29,69.0,7.3,E10+
Mercenaries 2: World in Flames,PS2,2008.0,Shooter,0.21,0.38,49.0,7.4,T
America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,0.25,0.26,87.0,5.6,E
Worms,PS3,2009.0,Strategy,0.0,0.02,76.0,6.9,E10+
Ratatouille,PS3,2007.0,Action,0.09,0.51,55.0,4.8,E
Tom Clancy's Ghost Recon,GC,2003.0,Shooter,0.11,0.15,59.0,5.4,M
Your Shape: Fitness Evolved 2012,X360,2011.0,Sports,0.7,1.16,77.0,7.6,E
The Getaway,PS2,2002.0,Action,1.23,3.54,72.0,6.8,M
FIFA Soccer 13,WiiU,2012.0,Action,0.17,0.47,69.0,6.2,E
BeyBlade VForce: Super Tournament Battle,GC,2002.0,Action,0.16,0.21,33.0,7.5,E
Disney's Donald Duck: Goin' Quackers,PS2,2000.0,Platform,0.04,0.08,73.0,7.3,E
Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,0.08,0.11,62.0,7.4,E
Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,0.22,0.23,62.0,7.5,E10+
Stuntman: Ignition,PS2,2007.0,Racing,0.13,0.27,71.0,6.4,T
Machinarium,PC,2009.0,Adventure,0.0,0.11,85.0,8.8,
Rayman Legends,XOne,2014.0,Platform,0.13,0.34,91.0,7.9,E10+
Afro Samurai,PS3,2009.0,Action,0.12,0.2,65.0,6.1,M
LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,0.4,1.17,76.0,7.6,E10+
Pro Evolution Soccer 2014,X360,2013.0,Action,0.07,0.24,80.0,4.3,E
Battlefield 2142,PC,2006.0,Shooter,0.0,0.03,80.0,6.8,T
Percy Jackson and the Olympians: The Lightning Thief,DS,2010.0,Role-Playing,0.22,0.24,56.0,6.9,E10+
Rayman Origins,PSV,2012.0,Platform,0.12,0.54,88.0,8.4,E10+
Punch King,GBA,2002.0,Fighting,0.03,0.05,58.0,,E
WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,0.51,0.94,78.0,7.0,T
2002 FIFA World Cup,GC,2002.0,Sports,0.04,0.05,78.0,7.7,E
Destiny: The Taken King,XOne,2015.0,Shooter,0.85,1.19,89.0,5.2,T
Zubo,DS,2008.0,Misc,0.08,0.11,75.0,7.6,E10+
LEGO Harry Potter: Years 5-7,PC,,Action,0.05,0.22,80.0,8.5,E10+
Harry Potter and the Goblet of Fire,DS,2005.0,Action,0.2,0.23,68.0,6.0,E
Enslaved: Odyssey to the West,PS3,2010.0,Action,0.24,0.55,80.0,7.4,T
Mortal Kombat vs. DC Universe,PS3,2008.0,Fighting,1.48,2.0,76.0,7.1,T
Monster Rancher Advance 2,GBA,2002.0,Simulation,0.01,0.01,79.0,9.4,E
Teen Titans,GC,2006.0,Action,0.25,0.33,63.0,6.9,E10+
Raven Squad: Operation Hidden Dagger,PC,2009.0,Shooter,0.02,0.02,39.0,3.1,T
Total War: WARHAMMER,PC,2016.0,Strategy,0.0,0.13,86.0,7.3,T
Project X Zone,3DS,2012.0,Role-Playing,0.18,0.39,70.0,7.3,T
Nacho Libre,DS,2006.0,Action,0.03,0.03,56.0,5.8,E10+
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,1.28,2.43,79.0,8.0,E10+
Aliens: Colonial Marines,X360,2013.0,Shooter,0.36,0.77,48.0,3.8,M
Disney Sing It,PS3,2008.0,Misc,0.28,0.37,54.0,3.5,E
Karaoke Revolution,XB,2004.0,Misc,0.06,0.09,80.0,8.5,E
Naruto: Ninja Destiny,DS,2006.0,Fighting,0.02,0.19,61.0,4.4,T
Romance of the Three Kingdoms VIII,PS2,2002.0,Strategy,0.05,0.3,77.0,8.9,E
Final Fight One,GBA,2001.0,Fighting,0.09,0.21,82.0,7.8,E
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009.0,Action,0.11,0.18,38.0,3.0,E10+
Haven: Call of the King,PS2,,Platform,0.14,0.28,69.0,6.9,T
Resident Evil: Revelations,WiiU,2013.0,Action,0.07,0.19,80.0,7.5,M
Sonic Mega Collection,GC,2002.0,Misc,1.47,2.05,75.0,8.8,E
Fear Effect 2: Retro Helix,PS,2001.0,Action,0.1,0.18,84.0,8.9,M
Van Helsing,GBA,2004.0,Action,0.07,0.1,33.0,6.3,T
Assassin's Creed: Brotherhood,X360,2010.0,Action,2.85,3.49,89.0,8.3,M
Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,0.78,0.97,75.0,7.9,M
NBA Live 2001,PS,2000.0,Sports,0.7,1.25,86.0,8.0,E
Viewtiful Joe,PS2,2004.0,Action,0.14,0.28,90.0,8.5,T
NCIS,X360,2011.0,Adventure,0.1,0.14,35.0,4.7,T
Medal of Honor European Assault,GC,2005.0,Shooter,0.19,0.25,71.0,7.9,T
Surf's Up,DS,2007.0,Sports,0.26,0.28,56.0,7.0,E
Grand Theft Auto IV,PC,2008.0,Action,0.01,0.88,90.0,6.6,M
Epic Mickey 2: The Power of Two,X360,2012.0,Action,0.32,0.51,59.0,5.5,E
NBA Live 08,PSP,2007.0,Sports,0.28,0.31,73.0,6.2,E
ISS Pro Evolution,PS,1998.0,Sports,0.0,0.76,94.0,8.7,E
Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,0.16,0.33,84.0,8.9,T
Sonic Heroes,XB,2003.0,Platform,0.41,0.9,73.0,7.6,E
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,1.22,2.27,81.0,8.9,E
Guitar Hero 5,PS3,2009.0,Misc,0.53,1.09,86.0,5.7,T
GoldenEye: Rogue Agent,XB,2004.0,Shooter,0.34,0.49,61.0,7.2,T
Blazing Angels: Squadrons of WWII,PC,2006.0,Simulation,0.02,0.02,65.0,4.6,T
Guilty Gear Isuka,PS2,2004.0,Fighting,0.05,0.1,73.0,7.5,T
Aquaman: Battle for Atlantis,GC,2003.0,Action,0.01,0.01,27.0,3.1,T
The Book of Unwritten Tales 2,PS4,2015.0,Adventure,0.0,0.07,63.0,8.6,
Empire Earth III,PC,2007.0,Strategy,0.0,0.04,50.0,2.8,T
Hour of Victory,X360,2007.0,Shooter,0.1,0.13,37.0,3.0,T
Wall-E,Wii,2008.0,Platform,0.51,1.01,51.0,3.6,E
Rayman Legends,X360,2013.0,Platform,0.19,0.43,90.0,8.2,E10+
Mega Man Anniversary Collection,GC,2004.0,Platform,0.32,0.42,81.0,8.8,E
NFL Blitz Pro,PS2,2003.0,Sports,0.11,0.23,73.0,8.5,E
Salt Lake 2002,PS2,2002.0,Sports,0.07,0.14,49.0,3.5,E
SBK: Snowboard Kids,DS,2005.0,Sports,0.02,0.02,63.0,6.5,E
FIFA 17,PC,2016.0,Sports,0.0,0.12,84.0,4.2,E
Hunter: The Reckoning Redeemer,XB,2003.0,Action,0.13,0.17,72.0,8.6,M
Soul Reaver 2,PS2,2001.0,Action,0.27,0.55,80.0,8.5,M
Neverwinter Nights,PC,2002.0,Role-Playing,0.0,0.03,91.0,8.2,T
Captain America: Super Soldier,Wii,,Action,0.05,0.05,57.0,6.0,T
NHL 17,XOne,2016.0,Sports,0.2,0.24,77.0,4.0,E10+
Valentino Rossi: The Game,XOne,2016.0,Racing,0.01,0.03,74.0,8.1,E
Madagascar,PS2,2005.0,Platform,0.78,1.31,69.0,7.4,E10+
MySims Racing,Wii,2009.0,Racing,0.19,0.47,68.0,7.4,E
Armored Core 4,X360,2007.0,Simulation,0.19,0.25,65.0,7.2,T
WipEout XL,PS,1996.0,Racing,0.14,0.25,93.0,8.7,
FaceBreaker,PS3,2008.0,Fighting,0.13,0.17,53.0,3.8,T
GRID,PS3,2008.0,Racing,0.31,1.1,87.0,8.1,E
X2: Wolverine's Revenge,GC,2003.0,Platform,0.09,0.12,62.0,6.6,T
Castlevania Double Pack,GBA,2006.0,Platform,0.07,0.1,86.0,8.4,T
Pokken Tournament,WiiU,2016.0,Fighting,0.5,1.01,76.0,8.0,E10+
God of War: Ascension,PS3,2013.0,Action,1.23,2.25,80.0,7.5,M
Genji: Days of the Blade,PS3,2006.0,Action,0.18,0.75,55.0,5.8,T
Juiced 2: Hot Import Nights,X360,2007.0,Racing,0.22,0.63,68.0,7.6,T
Fist of the North Star: Ken's Rage,PS3,2010.0,Action,0.06,0.66,60.0,6.9,M
Tearaway Unfolded,PS4,2015.0,Platform,0.09,0.26,81.0,8.1,E
Backyard Wrestling: Don't Try This at Home,XB,2003.0,Fighting,0.13,0.17,50.0,5.0,M
Age of Mythology: The Titans,PC,2003.0,Strategy,0.02,0.04,84.0,8.7,T
WWE SmackDown vs. Raw 2010,PS3,2009.0,Fighting,0.48,1.17,81.0,8.1,T
BioShock 2,X360,2010.0,Shooter,1.45,2.2,88.0,8.2,M
Gallop Racer 2004,PS2,2004.0,Sports,0.03,0.06,70.0,8.7,E
Robinson: The Journey,PS4,2016.0,Action,0.06,0.12,65.0,6.9,
Guitar Hero II,X360,2007.0,Misc,2.01,2.2,92.0,8.1,T
Alone in the Dark,X360,2008.0,Adventure,0.14,0.48,58.0,5.7,M
Pure,PS3,2008.0,Racing,0.42,0.89,83.0,7.8,E
Mafia,XB,2004.0,Action,0.17,0.23,66.0,7.7,M
NCAA Football 14,X360,2013.0,Sports,1.01,1.09,77.0,5.8,E
Final Fantasy VI Advance,GBA,2006.0,Role-Playing,0.0,0.28,92.0,8.4,E10+
Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,0.68,0.8,68.0,8.3,E
Aeon Flux,XB,2005.0,Action,0.01,0.01,69.0,3.0,T
Microsoft Flight Simulator X,PC,2006.0,Simulation,0.02,0.43,80.0,7.6,E
R: Racing Evolution,PS2,2003.0,Racing,0.14,0.28,66.0,6.2,T
Borderlands: The Handsome Collection,PS4,2015.0,Shooter,0.38,0.88,82.0,7.8,M
Dream Pinball 3D,Wii,2008.0,Misc,0.1,0.14,54.0,7.6,E10+
Space Invaders Extreme 2,DS,2009.0,Shooter,0.17,0.19,82.0,7.1,E
NCAA Basketball 10,PS3,2009.0,Sports,0.31,0.33,75.0,7.8,E
BloodRayne,PS2,2002.0,Shooter,0.2,0.42,75.0,8.5,M
Burnout Paradise,PS3,2008.0,Racing,1.01,1.94,87.0,7.7,E10+
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,0.15,0.43,73.0,7.5,T
The Shoot,PS3,2010.0,Shooter,0.13,0.34,60.0,6.2,T
Hero's Saga Laevatein Tactics,DS,2008.0,Role-Playing,0.13,0.14,62.0,,T
NFL Fever 2003,XB,2002.0,Sports,0.46,0.61,72.0,8.6,E
Pro Evolution Soccer 2017,PC,2016.0,Sports,0.0,0.02,69.0,3.7,E
Legend of Kay Anniversary,WiiU,2015.0,Action,0.0,0.01,67.0,7.1,E10+
Pokemon Art Academy ,3DS,2014.0,Misc,0.18,0.49,76.0,7.7,E
Football Manager 2015,PC,2014.0,Simulation,0.0,0.46,80.0,6.0,
Prince of Persia: The Sands of Time,PS2,2003.0,Action,0.88,2.22,92.0,8.8,T
Medal of Honor: Warfighter,PS3,2012.0,Action,0.48,1.41,55.0,6.0,M
Pro Evolution Soccer 2008,X360,2007.0,Sports,0.08,1.07,76.0,7.8,E
Silent Scope Complete,XB,2004.0,Shooter,0.07,0.1,69.0,7.4,M
FIFA World Cup Germany 2006,X360,2006.0,Sports,0.19,0.48,72.0,6.6,E
NCAA Football 2005,XB,2004.0,Sports,0.63,0.68,89.0,8.0,E
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,2.09,2.86,87.0,8.7,T
Namco Museum Battle Collection,PSP,2005.0,Misc,0.75,1.08,73.0,7.2,E10+
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,Action,1.21,1.65,56.0,6.7,T
ScrapLand,XB,2005.0,Action,0.02,0.02,73.0,7.4,T
Test Drive Unlimited,PC,2007.0,Racing,0.0,0.02,79.0,8.1,T
Tomb Raider: Anniversary,Wii,2007.0,Action,0.12,0.85,73.0,7.3,T
Kingdom of Paradise,PSP,2005.0,Role-Playing,0.14,0.15,72.0,7.5,T
Battlestations: Pacific,PC,2009.0,Strategy,0.0,0.03,74.0,8.4,T
Marvel Trading Card Game,DS,2007.0,Misc,0.11,0.12,61.0,4.9,T
NBA 2K16,XOne,2015.0,Sports,1.95,2.34,86.0,6.2,E10+
Hot Wheels World Race,PS2,2003.0,Racing,0.21,0.42,55.0,7.7,E
Star Wars: The Force Unleashed,PS2,2008.0,Action,0.49,1.25,68.0,7.4,T
Resident Evil: Operation Raccoon City,PC,2012.0,Action,0.0,0.04,48.0,3.8,M
Bulletstorm,PS3,2011.0,Shooter,0.23,0.53,83.0,7.7,M
Mortal Kombat: Armageddon,Wii,2007.0,Fighting,0.19,0.23,71.0,8.4,M
Skylanders Giants,X360,2012.0,Action,0.75,1.3,80.0,6.6,E10+
Jurassic: The Hunted,X360,2009.0,Shooter,0.12,0.13,60.0,7.2,T
NHL 12,X360,2011.0,Sports,0.55,0.7,86.0,7.0,E10+
SingStar Abba,PS3,2008.0,Misc,0.27,0.93,70.0,5.5,T
Sudeki,XB,2004.0,Role-Playing,0.14,0.19,72.0,8.4,M
Damnation,X360,2009.0,Shooter,0.06,0.07,36.0,5.6,M
Gauntlet: Dark Legacy,PS2,2001.0,Action,0.56,1.15,73.0,8.3,T
Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,0.05,0.08,81.0,8.5,M
Racquet Sports,Wii,2010.0,Sports,0.13,0.24,51.0,8.6,E
Hitman: Absolution,X360,2012.0,Action,0.68,1.73,79.0,7.1,M
Rhythm Heaven,DS,2008.0,Misc,0.55,3.11,83.0,9.0,E
Guinness World Records: The Videogame,Wii,2008.0,Action,0.46,1.03,67.0,7.0,E10+
Shadow The Hedgehog,XB,2005.0,Platform,0.13,0.18,49.0,5.5,E10+
Lunar: Silver Star Harmony,PSP,2009.0,Role-Playing,0.19,0.24,80.0,7.7,T
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007.0,Role-Playing,0.09,0.21,76.0,8.0,E10+
Cooking Mama: World Kitchen,Wii,2008.0,Simulation,0.51,0.87,62.0,4.9,E
Guitar Hero: On Tour Decades,DS,2008.0,Misc,0.84,1.57,72.0,8.0,E10+
Tony Hawk's Pro Skater 2,GBA,2001.0,Sports,0.85,1.18,95.0,7.5,E
Unreal Tournament 2004,PC,2004.0,Shooter,0.0,0.02,93.0,8.9,M
Dead to Rights II,PS2,2005.0,Shooter,0.1,0.2,51.0,5.3,M
Pillars of Eternity,PC,2014.0,Role-Playing,0.0,0.02,89.0,8.3,M
Dishonored,X360,2012.0,Action,1.06,1.71,88.0,7.9,M
Killing Floor 2 ,PS4,2016.0,Shooter,0.03,0.05,76.0,8.0,M
One Piece: Pirate Warriors,PS3,2012.0,Action,0.01,1.18,64.0,6.5,T
ExciteBots: Trick Racing,Wii,2009.0,Racing,0.24,0.26,77.0,8.6,E
Okami,PS2,2006.0,Action,0.11,0.63,93.0,9.3,T
Empire Earth II,PC,2005.0,Strategy,0.0,0.03,79.0,7.1,T
Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,0.33,0.37,81.0,7.5,T
Red Faction: Guerrilla,X360,2009.0,Shooter,0.48,0.87,85.0,8.1,M
pro evolution soccer 2011,PS3,2010.0,Sports,0.29,2.41,77.0,6.8,E
Open Season,Wii,2006.0,Platform,0.06,0.07,49.0,5.6,E10+
NBA Live 15,PS4,2014.0,Sports,0.16,0.23,59.0,5.6,E
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,2.4,3.76,77.0,7.5,E10+
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,0.05,0.06,68.0,6.2,T
Heroes of the Pacific,XB,2005.0,Simulation,0.1,0.13,76.0,8.2,T
X-Men Origins: Wolverine,Wii,2009.0,Action,0.19,0.25,53.0,6.1,T
Dead Space 2,PS3,2011.0,Shooter,0.73,1.42,89.0,8.4,M
Green Day: Rock Band,Wii,2010.0,Misc,0.22,0.36,76.0,8.8,T
Drakengard 2,PS2,2005.0,Role-Playing,0.06,0.13,58.0,5.5,M
Rogue Trooper,XB,2006.0,Shooter,0.01,0.02,71.0,8.5,T
LEGO Star Wars II: The Original Trilogy,PSP,2006.0,Action,0.58,1.4,83.0,8.6,E10+
Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,0.17,0.43,66.0,7.8,T
The Last Story,Wii,2011.0,Role-Playing,0.3,0.65,80.0,8.4,T
Super Mario Sunshine,GC,2002.0,Platform,4.01,6.31,92.0,8.6,E
Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,0.0,0.11,72.0,8.5,M
SoulCalibur IV,X360,2008.0,Fighting,0.92,1.58,85.0,7.9,T
Agatha Christie: The ABC Murders,PC,2016.0,Adventure,0.0,0.02,66.0,8.5,
Wrath Unleashed,XB,2004.0,Strategy,0.03,0.05,69.0,7.0,T
WipEout Fusion,PS2,2002.0,Racing,0.12,0.25,83.0,8.5,E
Disney Universe,Wii,2011.0,Action,0.64,1.02,61.0,6.0,E10+
Tekken Advance,GBA,2001.0,Fighting,0.32,0.45,82.0,8.2,T
God Eater Resurrection,PS4,2015.0,Action,0.0,0.08,70.0,7.8,T
Bejeweled 3,X360,,Puzzle,0.13,0.14,78.0,8.4,E
Crysis: Warhead,PC,2008.0,Shooter,0.0,0.02,84.0,7.9,M
Ridge Racer V,PS2,2000.0,Action,0.24,1.24,78.0,7.7,E
X-Men: Destiny,X360,2011.0,Action,0.18,0.24,47.0,5.0,T
Madden NFL 2004,GC,2003.0,Sports,0.4,0.51,94.0,7.7,E
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009.0,Fighting,0.13,0.38,61.0,6.6,T
Carnival Island,PS3,2011.0,Misc,0.13,0.23,66.0,5.2,E
LEGO The Lord of the Rings,PC,2012.0,Action,0.07,0.22,80.0,8.2,E10+
Far Cry Vengeance,Wii,2006.0,Shooter,0.06,0.08,38.0,5.3,M
Oddworld: Abe's Oddysee,PS,1997.0,Platform,0.75,1.24,85.0,9.0,T
Rory McIlroy PGA Tour,PS4,2015.0,Action,0.18,0.52,61.0,3.7,E
Conflict: Denied Ops,PS3,2008.0,Shooter,0.05,0.19,51.0,3.1,M
Mirror's Edge,X360,2008.0,Platform,0.51,1.16,79.0,7.6,T
Rage,PC,2011.0,Shooter,0.14,0.37,79.0,5.2,M
Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,0.0,0.09,80.0,6.2,T
Darksiders: Warmastered Edition,XOne,2016.0,Action,0.01,0.01,80.0,7.9,M
Canada Hunt,Wii,2010.0,Sports,0.02,0.02,,,T
TMNT,DS,2007.0,Action,0.03,0.04,42.0,2.2,E10+
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,2.6,4.6,96.0,8.9,E
The Sims 2: Pets,GC,2006.0,Simulation,0.21,0.27,66.0,7.3,T
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005.0,Role-Playing,1.15,2.02,62.0,8.1,E
Men of Valor,XB,2004.0,Shooter,0.19,0.25,73.0,8.0,M
FIFA World Cup Germany 2006,PS2,2006.0,Sports,0.47,0.57,77.0,8.1,E
MLB,PSP,2005.0,Sports,0.23,0.24,80.0,7.9,E
Metal Gear Solid 2: Substance,XB,,Action,0.38,0.62,87.0,8.5,M
Blitz: The League II,PS3,2008.0,Sports,0.11,0.15,62.0,7.5,
Kill.Switch,XB,2003.0,Shooter,0.18,0.24,75.0,8.0,T
Resident Evil Archives: Resident Evil Zero,Wii,2008.0,Action,0.13,0.24,62.0,8.2,M
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016.0,Action,0.03,0.04,55.0,6.0,T
Star Wars Jedi Knight: Jedi Academy,PC,2003.0,Shooter,0.0,0.03,81.0,8.6,T
Conception II: Children of the Seven Stars,PSV,2013.0,Role-Playing,0.1,0.17,62.0,7.6,M
Diablo III,X360,2013.0,Role-Playing,0.9,1.41,87.0,6.6,M
Crysis 3,X360,2013.0,Shooter,0.51,0.9,76.0,6.7,M
FIFA Soccer 2003,GC,2002.0,Sports,0.06,0.08,86.0,7.8,E
Jak and Daxter: The Lost Frontier,PS2,2009.0,Platform,0.22,0.46,72.0,4.6,E10+
Deadliest Warrior: Ancient Combat,X360,2012.0,Fighting,0.04,0.04,37.0,6.3,M
Calling,Wii,2009.0,Adventure,0.06,0.11,49.0,6.7,T
Spider-Man: Mysterio's Menace,GBA,2001.0,Action,0.43,0.61,84.0,8.7,E
Otomedius Excellent,X360,,Shooter,0.13,0.18,48.0,8.1,T
MTV Music Generator 3: This Is the Remix,XB,2004.0,Misc,0.06,0.08,79.0,5.4,T
Crimson Skies: High Road to Revenge,XB,2003.0,Simulation,0.65,0.87,88.0,8.8,T
Whiplash,PS2,2003.0,Racing,0.06,0.13,66.0,8.7,T
P.T.O. IV: Pacific Theater of Operations,PS2,2002.0,Strategy,0.04,0.08,71.0,6.6,E
Assassin's Creed The Ezio Collection,PS4,2016.0,Action,0.04,0.2,72.0,7.4,M
Splatterhouse,X360,2010.0,Action,0.14,0.18,62.0,7.6,M
Dragon Age II,X360,2011.0,Action,0.72,1.11,79.0,4.5,M
Lost Horizon,PC,2010.0,Adventure,0.0,0.11,77.0,7.9,T
Universal Studios Theme Parks Adventure,GC,2001.0,Misc,0.08,0.1,39.0,2.9,T
World Soccer Winning Eleven 9,XB,2005.0,Sports,0.06,0.44,89.0,7.9,E
Amped 2,XB,2003.0,Sports,0.2,0.25,80.0,7.7,E
SSX 3,PS2,2003.0,Sports,0.93,1.67,93.0,9.1,E
WWE SmackDown vs. RAW 2007,PSP,2006.0,Fighting,0.33,0.66,78.0,8.1,T
Duke Nukem Forever,PC,2011.0,Shooter,0.18,0.41,54.0,5.7,M
Shadow Ops: Red Mercury,XB,2004.0,Shooter,0.11,0.15,61.0,6.1,T
Monster Hunter,PS2,2004.0,Role-Playing,0.11,0.5,68.0,8.9,T
Overlord II,X360,2009.0,Action,0.15,0.32,75.0,7.2,T
Batman: Arkham Knight,PS4,2015.0,Action,1.53,3.95,87.0,7.6,M
Star Wars Battlefront: Elite Squadron,DS,2009.0,Shooter,0.42,0.49,61.0,5.0,E10+
Dissidia 012: Duodecim Final Fantasy,PSP,2011.0,Fighting,0.21,0.88,78.0,8.3,T
Dynasty Warriors 6 Empires,PS3,2009.0,Action,0.14,0.34,62.0,7.0,T
Manhunt,XB,2004.0,Action,0.14,0.19,74.0,7.9,M
Monster Hunter Freedom,PSP,2005.0,Role-Playing,0.24,1.34,71.0,8.6,T
Baja: Edge of Control,X360,2008.0,Racing,0.12,0.2,65.0,7.1,E
Need For Speed: Undercover,X360,2008.0,Racing,0.79,1.68,64.0,5.9,T
Goosebumps HorrorLand,Wii,2008.0,Adventure,0.15,0.16,37.0,3.5,E10+
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009.0,Shooter,0.0,0.06,80.0,8.7,M
The Sims 3: World Adventures,PC,2009.0,Simulation,0.02,0.57,81.0,8.0,T
Dead to Rights,PS2,2002.0,Shooter,0.67,1.36,73.0,8.9,M
Ribbit King,PS2,2003.0,Sports,0.05,0.09,58.0,6.5,E
SAW,PC,2009.0,Action,0.0,0.02,55.0,6.0,M
The Hustle: Detroit Streets,PSP,2005.0,Sports,0.07,0.07,51.0,5.3,T
Eternal Sonata,X360,2007.0,Role-Playing,0.19,0.32,79.0,7.9,T
NFL Head Coach 09,PS3,2008.0,Sports,0.13,0.14,64.0,7.1,E
Madden NFL 08,PS3,2007.0,Sports,0.89,0.97,81.0,5.3,E
Dead Rising,PS4,2016.0,Action,0.02,0.04,78.0,6.6,M
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009.0,Role-Playing,0.12,0.47,75.0,7.3,E10+
The Sims 2: Nightlife,PC,2005.0,Simulation,1.22,1.27,76.0,6.6,T
Crash: Mind Over Mutant,Wii,2008.0,Platform,0.35,0.43,70.0,6.6,E10+
Medal of Honor: Airborne,PC,2007.0,Shooter,0.0,0.05,78.0,7.3,T
The Cursed Crusade,PS3,2011.0,Action,0.07,0.17,45.0,5.0,M
Resident Evil Outbreak File #2,PS2,2004.0,Action,0.19,0.57,58.0,7.7,M
Big Mutha Truckers,PS2,2002.0,Racing,0.41,0.84,62.0,5.3,T
The House of The Dead III,XB,2002.0,Shooter,0.29,0.39,72.0,7.3,M
FlatOut 2,PS2,2006.0,Racing,0.08,0.16,73.0,7.5,T
Dishonored 2,PS4,2016.0,Action,0.22,0.64,88.0,7.7,M
Top Gun: Hard Lock,X360,2012.0,Action,0.03,0.06,54.0,3.5,T
Bleach: Shattered Blade,Wii,2006.0,Fighting,0.21,0.32,58.0,7.5,T
Brothers in Arms: Hell's Highway,PC,2008.0,Shooter,0.0,0.02,79.0,7.9,M
Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action,0.45,1.27,75.0,6.2,M
The Sims 2: University,PC,2005.0,Simulation,0.01,0.06,81.0,7.8,T
Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,0.61,1.22,86.0,9.5,E
Psycho-Pass: Mandatory Happiness,PS4,2016.0,Adventure,0.03,0.04,72.0,8.3,T
Gardening Mama,DS,2009.0,Puzzle,0.79,1.35,60.0,9.3,E
X-Blades,X360,2009.0,Action,0.1,0.14,50.0,5.4,M
Grand Theft Auto V,X360,2013.0,Action,9.66,16.27,97.0,8.1,M
Legend of Kay,PS2,2005.0,Action,0.03,0.05,72.0,7.3,E10+
Anno 1701: Dawn of Discovery,DS,2007.0,Simulation,0.07,0.13,78.0,7.5,E
Hannah Montana: The Movie,X360,2009.0,Adventure,0.14,0.21,25.0,3.8,E
Tony Hawk's Pro Skater 4,GC,2002.0,Sports,0.45,0.58,91.0,8.6,T
MechAssault,XB,2002.0,Simulation,1.01,1.13,87.0,8.0,T
Cold Fear,PS2,2005.0,Action,0.06,0.11,68.0,7.7,M
Dead to Rights,XB,2002.0,Shooter,0.53,0.72,73.0,8.9,M
Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,0.09,0.29,72.0,7.9,T
Van Helsing,XB,2007.0,Action,0.13,0.18,63.0,7.6,T
UFC 2009 Undisputed,PS3,2009.0,Fighting,1.07,1.76,84.0,8.1,T
Burnout Revenge,X360,2006.0,Racing,0.42,0.5,89.0,8.1,E10+
Black,XB,2006.0,Shooter,0.31,0.42,77.0,8.0,M
The Sims: Vacation,PC,2002.0,Simulation,1.72,3.07,75.0,7.8,T
Magnetica,DS,2006.0,Puzzle,0.08,0.14,68.0,8.1,E
Puzzle Quest: Challenge of the Warlords,PSP,2007.0,Puzzle,0.01,0.02,84.0,8.0,E10+
Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,0.67,1.38,81.0,8.1,T
Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,0.14,0.59,66.0,5.9,M
Jackass the Game,PS2,2007.0,Action,0.14,0.28,58.0,6.6,M
LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,0.96,1.07,47.0,5.0,E
WWE 2K17,XOne,2016.0,Sports,0.12,0.26,68.0,5.5,T
Tiger Woods PGA Tour 11,PS3,2010.0,Sports,0.37,0.83,78.0,6.7,E
